Year,Month_Num,Month_Name,Quarter,Region,Product_ID,Product_Name,Category,Budgeted_Revenue,Budgeted_COGS,Budgeted_GP,Budgeted_Units
2022,7,July,Q3,West,P001,Laptop Pro 15,Electronics,39092.1,20327.89,18764.21,138
2022,7,July,Q3,Central,P001,Laptop Pro 15,Electronics,27034.91,14058.15,12976.76,162
2022,7,July,Q3,North,P002,Wireless Mouse,Electronics,8703.19,3481.28,5221.91,112
2022,7,July,Q3,South,P002,Wireless Mouse,Electronics,8194.62,3277.85,4916.77,137
2022,7,July,Q3,East,P002,Wireless Mouse,Electronics,8677.54,3471.02,5206.52,132
2022,7,July,Q3,West,P002,Wireless Mouse,Electronics,32453.25,12981.3,19471.95,65
2022,7,July,Q3,Central,P002,Wireless Mouse,Electronics,21081.26,8432.5,12648.76,221
2022,7,July,Q3,North,P003,Office Chair,Furniture,15101.37,8305.75,6795.62,32
2022,7,July,Q3,South,P003,Office Chair,Furniture,39137.64,21525.7,17611.94,62
2022,7,July,Q3,East,P003,Office Chair,Furniture,14261.12,7843.62,6417.5,239
2022,7,July,Q3,West,P003,Office Chair,Furniture,34707.53,19089.14,15618.39,175
2022,7,July,Q3,Central,P003,Office Chair,Furniture,36680.08,20174.04,16506.04,151
2022,7,July,Q3,North,P004,Standing Desk,Furniture,36358.27,21087.8,15270.47,197
2022,7,July,Q3,South,P004,Standing Desk,Furniture,17379.87,10080.32,7299.55,65
2022,7,July,Q3,East,P004,Standing Desk,Furniture,7671.27,4449.34,3221.93,300
2022,7,July,Q3,West,P004,Standing Desk,Furniture,18627.64,10804.03,7823.61,145
2022,7,July,Q3,Central,P004,Standing Desk,Furniture,5362.02,3109.97,2252.05,241
2022,7,July,Q3,North,P005,Monitor 27inch,Electronics,39095.05,18765.62,20329.43,249
2022,7,July,Q3,South,P005,Monitor 27inch,Electronics,35447.6,17014.85,18432.75,91
2022,7,July,Q3,East,P005,Monitor 27inch,Electronics,11126.94,5340.93,5786.01,83
2022,7,July,Q3,West,P005,Monitor 27inch,Electronics,22271.67,10690.4,11581.27,236
2022,7,July,Q3,Central,P005,Monitor 27inch,Electronics,18902.61,9073.25,9829.36,228
2022,7,July,Q3,North,P006,Accounting Software,Software,27797.25,5559.45,22237.8,73
2022,7,July,Q3,South,P006,Accounting Software,Software,31873.77,6374.75,25499.02,238
2022,7,July,Q3,East,P006,Accounting Software,Software,36330.55,7266.11,29064.44,70
2022,7,July,Q3,West,P006,Accounting Software,Software,36964.77,7392.95,29571.82,223
2022,7,July,Q3,Central,P006,Accounting Software,Software,13411.33,2682.27,10729.06,297
2022,7,July,Q3,North,P007,ERP License,Software,17673.0,3181.14,14491.86,140
2022,7,July,Q3,South,P007,ERP License,Software,32286.38,5811.55,26474.83,203
2022,7,July,Q3,East,P007,ERP License,Software,5505.34,990.96,4514.38,223
2022,7,July,Q3,West,P007,ERP License,Software,14879.67,2678.34,12201.33,225
2022,7,July,Q3,Central,P007,ERP License,Software,16294.8,2933.06,13361.74,114
2022,7,July,Q3,North,P008,Mechanical Keyboard,Electronics,31566.43,13257.9,18308.53,247
2022,7,July,Q3,South,P008,Mechanical Keyboard,Electronics,39447.94,16568.13,22879.81,283
2022,7,July,Q3,East,P008,Mechanical Keyboard,Electronics,5069.88,2129.35,2940.53,119
2022,7,July,Q3,West,P008,Mechanical Keyboard,Electronics,33947.64,14258.01,19689.63,63
2022,7,July,Q3,Central,P008,Mechanical Keyboard,Electronics,32937.06,13833.57,19103.49,186
2022,7,July,Q3,North,P009,Webcam HD,Electronics,14061.78,6187.18,7874.6,295
2022,7,July,Q3,South,P009,Webcam HD,Electronics,4963.8,2184.07,2779.73,143
2022,7,July,Q3,East,P009,Webcam HD,Electronics,25328.0,11144.32,14183.68,74
2022,7,July,Q3,West,P009,Webcam HD,Electronics,12540.99,5518.04,7022.95,264
2022,7,July,Q3,Central,P009,Webcam HD,Electronics,34753.97,15291.75,19462.22,242
2022,7,July,Q3,North,P010,Headset Pro,Electronics,27372.66,12591.42,14781.24,273
2022,7,July,Q3,South,P010,Headset Pro,Electronics,27819.04,12796.76,15022.28,116
2022,7,July,Q3,East,P010,Headset Pro,Electronics,38954.86,17919.24,21035.62,292
2022,7,July,Q3,West,P010,Headset Pro,Electronics,5780.51,2659.03,3121.48,57
2022,7,July,Q3,Central,P010,Headset Pro,Electronics,21274.07,9786.07,11488.0,245
2022,8,August,Q3,North,P001,Laptop Pro 15,Electronics,11862.27,6168.38,5693.89,218
2022,8,August,Q3,South,P001,Laptop Pro 15,Electronics,25910.8,13473.62,12437.18,116
2022,8,August,Q3,East,P001,Laptop Pro 15,Electronics,9816.12,5104.38,4711.74,91
2022,8,August,Q3,West,P001,Laptop Pro 15,Electronics,28983.97,15071.66,13912.31,199
2022,8,August,Q3,Central,P001,Laptop Pro 15,Electronics,10068.77,5235.76,4833.01,245
2022,8,August,Q3,North,P002,Wireless Mouse,Electronics,10296.57,4118.63,6177.94,177
2022,8,August,Q3,South,P002,Wireless Mouse,Electronics,37456.83,14982.73,22474.1,48
2022,8,August,Q3,East,P002,Wireless Mouse,Electronics,29533.66,11813.46,17720.2,22
2022,8,August,Q3,West,P002,Wireless Mouse,Electronics,15238.05,6095.22,9142.83,112
2022,8,August,Q3,Central,P002,Wireless Mouse,Electronics,41404.0,16561.6,24842.4,271
2022,8,August,Q3,North,P003,Office Chair,Furniture,27753.04,15264.17,12488.87,45
2022,8,August,Q3,South,P003,Office Chair,Furniture,19541.73,10747.95,8793.78,92
2022,8,August,Q3,East,P003,Office Chair,Furniture,15361.26,8448.69,6912.57,72
2022,8,August,Q3,West,P003,Office Chair,Furniture,13551.71,7453.44,6098.27,26
2022,8,August,Q3,Central,P003,Office Chair,Furniture,9258.74,5092.31,4166.43,220
2022,8,August,Q3,North,P004,Standing Desk,Furniture,6990.77,4054.65,2936.12,107
2022,8,August,Q3,South,P004,Standing Desk,Furniture,5881.8,3411.44,2470.36,196
2022,8,August,Q3,East,P004,Standing Desk,Furniture,15387.3,8924.63,6462.67,102
2022,8,August,Q3,West,P004,Standing Desk,Furniture,20333.73,11793.56,8540.17,228
2022,8,August,Q3,Central,P004,Standing Desk,Furniture,19155.02,11109.91,8045.11,28
2022,8,August,Q3,North,P005,Monitor 27inch,Electronics,27075.26,12996.12,14079.14,41
2022,8,August,Q3,South,P005,Monitor 27inch,Electronics,5282.46,2535.58,2746.88,275
2022,8,August,Q3,East,P005,Monitor 27inch,Electronics,15367.36,7376.33,7991.03,89
2022,8,August,Q3,West,P005,Monitor 27inch,Electronics,22199.08,10655.56,11543.52,217
2022,8,August,Q3,Central,P005,Monitor 27inch,Electronics,29688.91,14250.68,15438.23,251
2022,8,August,Q3,North,P006,Accounting Software,Software,26539.62,5307.92,21231.7,167
2022,8,August,Q3,South,P006,Accounting Software,Software,6236.74,1247.35,4989.39,187
2022,8,August,Q3,East,P006,Accounting Software,Software,38765.73,7753.15,31012.58,67
2022,8,August,Q3,West,P006,Accounting Software,Software,21142.33,4228.47,16913.86,208
2022,8,August,Q3,Central,P006,Accounting Software,Software,32105.39,6421.08,25684.31,273
2022,8,August,Q3,North,P007,ERP License,Software,19108.74,3439.57,15669.17,214
2022,8,August,Q3,South,P007,ERP License,Software,42145.1,7586.12,34558.98,126
2022,8,August,Q3,East,P007,ERP License,Software,28817.27,5187.11,23630.16,149
2022,8,August,Q3,West,P007,ERP License,Software,26425.67,4756.62,21669.05,189
2022,8,August,Q3,Central,P007,ERP License,Software,8605.24,1548.94,7056.3,239
2022,8,August,Q3,North,P008,Mechanical Keyboard,Electronics,43801.47,18396.62,25404.85,234
2022,8,August,Q3,South,P008,Mechanical Keyboard,Electronics,29308.38,12309.52,16998.86,283
2022,8,August,Q3,East,P008,Mechanical Keyboard,Electronics,17565.27,7377.41,10187.86,157
2022,8,August,Q3,West,P008,Mechanical Keyboard,Electronics,34767.41,14602.31,20165.1,171
2022,8,August,Q3,Central,P008,Mechanical Keyboard,Electronics,41931.27,17611.13,24320.14,137
2022,8,August,Q3,North,P009,Webcam HD,Electronics,27836.54,12248.08,15588.46,239
2022,8,August,Q3,South,P009,Webcam HD,Electronics,16064.03,7068.17,8995.86,273
2022,8,August,Q3,East,P009,Webcam HD,Electronics,17763.04,7815.74,9947.3,220
2022,8,August,Q3,West,P009,Webcam HD,Electronics,24084.41,10597.14,13487.27,143
2022,8,August,Q3,Central,P009,Webcam HD,Electronics,12682.04,5580.1,7101.94,255
2022,8,August,Q3,North,P010,Headset Pro,Electronics,34054.43,15665.04,18389.39,261
2022,8,August,Q3,South,P010,Headset Pro,Electronics,5424.31,2495.18,2929.13,168
2022,8,August,Q3,East,P010,Headset Pro,Electronics,18636.27,8572.68,10063.59,229
2022,8,August,Q3,West,P010,Headset Pro,Electronics,37747.54,17363.87,20383.67,148
2022,8,August,Q3,Central,P010,Headset Pro,Electronics,22770.5,10474.43,12296.07,240
2022,9,September,Q3,North,P001,Laptop Pro 15,Electronics,27905.91,14511.07,13394.84,36
2022,9,September,Q3,South,P001,Laptop Pro 15,Electronics,24428.41,12702.77,11725.64,176
2022,9,September,Q3,East,P001,Laptop Pro 15,Electronics,26498.55,13779.25,12719.3,204
2022,9,September,Q3,West,P001,Laptop Pro 15,Electronics,7134.23,3709.8,3424.43,292
2022,9,September,Q3,Central,P001,Laptop Pro 15,Electronics,21563.93,11213.24,10350.69,104
2022,9,September,Q3,North,P002,Wireless Mouse,Electronics,4551.14,1820.46,2730.68,120
2022,9,September,Q3,South,P002,Wireless Mouse,Electronics,20557.75,8223.1,12334.65,120
2022,9,September,Q3,East,P002,Wireless Mouse,Electronics,7275.72,2910.29,4365.43,248
2022,9,September,Q3,West,P002,Wireless Mouse,Electronics,20575.78,8230.31,12345.47,270
2022,9,September,Q3,Central,P002,Wireless Mouse,Electronics,14964.7,5985.88,8978.82,181
2022,9,September,Q3,North,P003,Office Chair,Furniture,22593.72,12426.55,10167.17,196
2022,9,September,Q3,South,P003,Office Chair,Furniture,4741.69,2607.93,2133.76,34
2022,9,September,Q3,East,P003,Office Chair,Furniture,8859.08,4872.49,3986.59,191
2022,9,September,Q3,West,P003,Office Chair,Furniture,43942.45,24168.35,19774.1,76
2022,9,September,Q3,Central,P003,Office Chair,Furniture,24507.64,13479.2,11028.44,87
2022,9,September,Q3,North,P004,Standing Desk,Furniture,4799.9,2783.94,2015.96,195
2022,9,September,Q3,South,P004,Standing Desk,Furniture,6189.52,3589.92,2599.6,68
2022,9,September,Q3,East,P004,Standing Desk,Furniture,22606.65,13111.86,9494.79,136
2022,9,September,Q3,West,P004,Standing Desk,Furniture,8350.68,4843.39,3507.29,257
2022,9,September,Q3,Central,P004,Standing Desk,Furniture,22141.47,12842.05,9299.42,139
2022,9,September,Q3,North,P005,Monitor 27inch,Electronics,19952.27,9577.09,10375.18,189
2022,9,September,Q3,South,P005,Monitor 27inch,Electronics,15567.48,7472.39,8095.09,71
2022,9,September,Q3,East,P005,Monitor 27inch,Electronics,11141.37,5347.86,5793.51,200
2022,9,September,Q3,West,P005,Monitor 27inch,Electronics,5729.73,2750.27,2979.46,105
2022,9,September,Q3,Central,P005,Monitor 27inch,Electronics,29147.82,13990.95,15156.87,255
2022,9,September,Q3,North,P006,Accounting Software,Software,19525.75,3905.15,15620.6,242
2022,9,September,Q3,South,P006,Accounting Software,Software,31355.44,6271.09,25084.35,196
2022,9,September,Q3,East,P006,Accounting Software,Software,12460.56,2492.11,9968.45,288
2022,9,September,Q3,West,P006,Accounting Software,Software,27977.1,5595.42,22381.68,290
2022,9,September,Q3,Central,P006,Accounting Software,Software,17183.62,3436.72,13746.9,199
2022,9,September,Q3,North,P007,ERP License,Software,25879.8,4658.36,21221.44,61
2022,9,September,Q3,South,P007,ERP License,Software,21554.07,3879.73,17674.34,240
2022,9,September,Q3,East,P007,ERP License,Software,7417.46,1335.14,6082.32,61
2022,9,September,Q3,West,P007,ERP License,Software,18331.88,3299.74,15032.14,60
2022,9,September,Q3,Central,P007,ERP License,Software,36158.94,6508.61,29650.33,175
2022,9,September,Q3,North,P008,Mechanical Keyboard,Electronics,28775.51,12085.71,16689.8,180
2022,9,September,Q3,South,P008,Mechanical Keyboard,Electronics,19716.82,8281.06,11435.76,36
2022,9,September,Q3,East,P008,Mechanical Keyboard,Electronics,28741.42,12071.4,16670.02,115
2022,9,September,Q3,West,P008,Mechanical Keyboard,Electronics,41692.57,17510.88,24181.69,232
2022,9,September,Q3,Central,P008,Mechanical Keyboard,Electronics,31958.62,13422.62,18536.0,246
2022,9,September,Q3,North,P009,Webcam HD,Electronics,20518.14,9027.98,11490.16,91
2022,9,September,Q3,South,P009,Webcam HD,Electronics,10335.6,4547.66,5787.94,263
2022,9,September,Q3,East,P009,Webcam HD,Electronics,30594.61,13461.63,17132.98,105
2022,9,September,Q3,West,P009,Webcam HD,Electronics,30446.9,13396.64,17050.26,71
2022,9,September,Q3,Central,P009,Webcam HD,Electronics,16810.42,7396.58,9413.84,34
2022,9,September,Q3,North,P010,Headset Pro,Electronics,35205.79,16194.66,19011.13,80
2022,9,September,Q3,South,P010,Headset Pro,Electronics,40520.23,18639.31,21880.92,246
2022,9,September,Q3,East,P010,Headset Pro,Electronics,27958.7,12861.0,15097.7,50
2022,9,September,Q3,West,P010,Headset Pro,Electronics,32454.53,14929.08,17525.45,62
2022,9,September,Q3,Central,P010,Headset Pro,Electronics,30339.19,13956.03,16383.16,140
2022,10,October,Q4,North,P001,Laptop Pro 15,Electronics,28339.07,14736.32,13602.75,243
2022,10,October,Q4,South,P001,Laptop Pro 15,Electronics,39175.38,20371.2,18804.18,179
2022,10,October,Q4,East,P001,Laptop Pro 15,Electronics,23568.93,12255.84,11313.09,188
2022,10,October,Q4,West,P001,Laptop Pro 15,Electronics,36214.14,18831.35,17382.79,84
2022,10,October,Q4,Central,P001,Laptop Pro 15,Electronics,30632.42,15928.86,14703.56,71
2022,10,October,Q4,North,P002,Wireless Mouse,Electronics,17447.26,6978.9,10468.36,130
2022,10,October,Q4,South,P002,Wireless Mouse,Electronics,23239.24,9295.7,13943.54,291
2022,10,October,Q4,East,P002,Wireless Mouse,Electronics,40244.74,16097.9,24146.84,39
2022,10,October,Q4,West,P002,Wireless Mouse,Electronics,24009.99,9604.0,14405.99,66
2022,10,October,Q4,Central,P002,Wireless Mouse,Electronics,23690.98,9476.39,14214.59,49
2022,10,October,Q4,North,P003,Office Chair,Furniture,13634.03,7498.72,6135.31,144
2022,10,October,Q4,South,P003,Office Chair,Furniture,28786.68,15832.67,12954.01,43
2022,10,October,Q4,East,P003,Office Chair,Furniture,14148.34,7781.59,6366.75,141
2022,10,October,Q4,West,P003,Office Chair,Furniture,10441.9,5743.05,4698.85,87
2022,10,October,Q4,Central,P003,Office Chair,Furniture,34032.68,18717.97,15314.71,209
2022,10,October,Q4,North,P004,Standing Desk,Furniture,32198.74,18675.27,13523.47,114
2022,10,October,Q4,South,P004,Standing Desk,Furniture,8298.36,4813.05,3485.31,189
2022,10,October,Q4,East,P004,Standing Desk,Furniture,23416.16,13581.37,9834.79,166
2022,10,October,Q4,West,P004,Standing Desk,Furniture,19715.15,11434.79,8280.36,63
2022,10,October,Q4,Central,P004,Standing Desk,Furniture,40666.38,23586.5,17079.88,123
2022,10,October,Q4,North,P005,Monitor 27inch,Electronics,22793.91,10941.08,11852.83,210
2022,10,October,Q4,South,P005,Monitor 27inch,Electronics,20578.34,9877.6,10700.74,63
2022,10,October,Q4,East,P005,Monitor 27inch,Electronics,7259.95,3484.78,3775.17,100
2022,10,October,Q4,West,P005,Monitor 27inch,Electronics,34885.51,16745.04,18140.47,74
2022,10,October,Q4,Central,P005,Monitor 27inch,Electronics,22579.0,10837.92,11741.08,95
2022,10,October,Q4,North,P006,Accounting Software,Software,13076.94,2615.39,10461.55,259
2022,10,October,Q4,South,P006,Accounting Software,Software,12713.55,2542.71,10170.84,193
2022,10,October,Q4,East,P006,Accounting Software,Software,9737.46,1947.49,7789.97,129
2022,10,October,Q4,West,P006,Accounting Software,Software,15027.7,3005.54,12022.16,238
2022,10,October,Q4,Central,P006,Accounting Software,Software,14518.86,2903.77,11615.09,62
2022,10,October,Q4,North,P007,ERP License,Software,8369.85,1506.57,6863.28,270
2022,10,October,Q4,South,P007,ERP License,Software,20216.37,3638.95,16577.42,99
2022,10,October,Q4,East,P007,ERP License,Software,13793.85,2482.89,11310.96,146
2022,10,October,Q4,West,P007,ERP License,Software,30403.2,5472.58,24930.62,58
2022,10,October,Q4,Central,P007,ERP License,Software,24713.27,4448.39,20264.88,255
2022,10,October,Q4,North,P008,Mechanical Keyboard,Electronics,33779.29,14187.3,19591.99,78
2022,10,October,Q4,South,P008,Mechanical Keyboard,Electronics,5830.78,2448.93,3381.85,283
2022,10,October,Q4,East,P008,Mechanical Keyboard,Electronics,32916.34,13824.86,19091.48,246
2022,10,October,Q4,West,P008,Mechanical Keyboard,Electronics,22292.78,9362.97,12929.81,61
2022,10,October,Q4,Central,P008,Mechanical Keyboard,Electronics,30034.98,12614.69,17420.29,48
2022,10,October,Q4,North,P009,Webcam HD,Electronics,20051.49,8822.66,11228.83,46
2022,10,October,Q4,South,P009,Webcam HD,Electronics,5308.86,2335.9,2972.96,110
2022,10,October,Q4,East,P009,Webcam HD,Electronics,4630.93,2037.61,2593.32,213
2022,10,October,Q4,West,P009,Webcam HD,Electronics,36054.67,15864.05,20190.62,273
2022,10,October,Q4,Central,P009,Webcam HD,Electronics,40903.34,17997.47,22905.87,129
2022,10,October,Q4,North,P010,Headset Pro,Electronics,24662.17,11344.6,13317.57,48
2022,10,October,Q4,South,P010,Headset Pro,Electronics,15283.34,7030.34,8253.0,277
2022,10,October,Q4,East,P010,Headset Pro,Electronics,29715.53,13669.14,16046.39,223
2022,10,October,Q4,West,P010,Headset Pro,Electronics,7580.38,3486.97,4093.41,44
2022,10,October,Q4,Central,P010,Headset Pro,Electronics,19837.44,9125.22,10712.22,125
2022,11,November,Q4,North,P001,Laptop Pro 15,Electronics,21595.58,11229.7,10365.88,255
2022,11,November,Q4,South,P001,Laptop Pro 15,Electronics,25907.03,13471.66,12435.37,55
2022,11,November,Q4,East,P001,Laptop Pro 15,Electronics,40645.67,21135.75,19509.92,94
2022,11,November,Q4,West,P001,Laptop Pro 15,Electronics,21155.23,11000.72,10154.51,297
2022,11,November,Q4,Central,P001,Laptop Pro 15,Electronics,34012.31,17686.4,16325.91,58
2022,11,November,Q4,North,P002,Wireless Mouse,Electronics,21320.42,8528.17,12792.25,87
2022,11,November,Q4,South,P002,Wireless Mouse,Electronics,30838.65,12335.46,18503.19,44
2022,11,November,Q4,East,P002,Wireless Mouse,Electronics,23000.64,9200.26,13800.38,145
2022,11,November,Q4,West,P002,Wireless Mouse,Electronics,21451.31,8580.52,12870.79,71
2022,11,November,Q4,Central,P002,Wireless Mouse,Electronics,37521.93,15008.77,22513.16,96
2022,11,November,Q4,North,P003,Office Chair,Furniture,4598.54,2529.2,2069.34,294
2022,11,November,Q4,South,P003,Office Chair,Furniture,37352.47,20543.86,16808.61,140
2022,11,November,Q4,East,P003,Office Chair,Furniture,14500.88,7975.48,6525.4,120
2022,11,November,Q4,West,P003,Office Chair,Furniture,9686.67,5327.67,4359.0,218
2022,11,November,Q4,Central,P003,Office Chair,Furniture,35123.84,19318.11,15805.73,230
2022,11,November,Q4,North,P004,Standing Desk,Furniture,18678.28,10833.4,7844.88,24
2022,11,November,Q4,South,P004,Standing Desk,Furniture,20149.88,11686.93,8462.95,64
2022,11,November,Q4,East,P004,Standing Desk,Furniture,38432.5,22290.85,16141.65,214
2022,11,November,Q4,West,P004,Standing Desk,Furniture,4965.86,2880.2,2085.66,281
2022,11,November,Q4,Central,P004,Standing Desk,Furniture,24710.48,14332.08,10378.4,239
2022,11,November,Q4,North,P005,Monitor 27inch,Electronics,32789.31,15738.87,17050.44,41
2022,11,November,Q4,South,P005,Monitor 27inch,Electronics,5824.31,2795.67,3028.64,61
2022,11,November,Q4,East,P005,Monitor 27inch,Electronics,21834.75,10480.68,11354.07,71
2022,11,November,Q4,West,P005,Monitor 27inch,Electronics,8746.44,4198.29,4548.15,24
2022,11,November,Q4,Central,P005,Monitor 27inch,Electronics,31376.15,15060.55,16315.6,143
2022,11,November,Q4,North,P006,Accounting Software,Software,22266.77,4453.35,17813.42,34
2022,11,November,Q4,South,P006,Accounting Software,Software,41636.01,8327.2,33308.81,184
2022,11,November,Q4,East,P006,Accounting Software,Software,10296.67,2059.33,8237.34,254
2022,11,November,Q4,West,P006,Accounting Software,Software,5029.09,1005.82,4023.27,61
2022,11,November,Q4,Central,P006,Accounting Software,Software,12917.17,2583.43,10333.74,61
2022,11,November,Q4,North,P007,ERP License,Software,22253.9,4005.7,18248.2,175
2022,11,November,Q4,South,P007,ERP License,Software,26653.43,4797.62,21855.81,206
2022,11,November,Q4,East,P007,ERP License,Software,31654.15,5697.75,25956.4,92
2022,11,November,Q4,West,P007,ERP License,Software,29064.7,5231.65,23833.05,219
2022,11,November,Q4,Central,P007,ERP License,Software,12240.1,2203.22,10036.88,252
2022,11,November,Q4,North,P008,Mechanical Keyboard,Electronics,31990.5,13436.01,18554.49,140
2022,11,November,Q4,South,P008,Mechanical Keyboard,Electronics,32644.57,13710.72,18933.85,79
2022,11,November,Q4,East,P008,Mechanical Keyboard,Electronics,37003.52,15541.48,21462.04,92
2022,11,November,Q4,West,P008,Mechanical Keyboard,Electronics,30339.31,12742.51,17596.8,201
2022,11,November,Q4,Central,P008,Mechanical Keyboard,Electronics,27639.31,11608.51,16030.8,225
2022,11,November,Q4,North,P009,Webcam HD,Electronics,31457.27,13841.2,17616.07,245
2022,11,November,Q4,South,P009,Webcam HD,Electronics,36806.32,16194.78,20611.54,32
2022,11,November,Q4,East,P009,Webcam HD,Electronics,27235.36,11983.56,15251.8,126
2022,11,November,Q4,West,P009,Webcam HD,Electronics,31269.43,13758.55,17510.88,298
2022,11,November,Q4,Central,P009,Webcam HD,Electronics,37831.49,16645.86,21185.63,166
2022,11,November,Q4,North,P010,Headset Pro,Electronics,6532.22,3004.82,3527.4,91
2022,11,November,Q4,South,P010,Headset Pro,Electronics,18674.61,8590.32,10084.29,167
2022,11,November,Q4,East,P010,Headset Pro,Electronics,31676.21,14571.06,17105.15,174
2022,11,November,Q4,West,P010,Headset Pro,Electronics,25379.8,11674.71,13705.09,215
2022,11,November,Q4,Central,P010,Headset Pro,Electronics,15981.57,7351.52,8630.05,124
2022,12,December,Q4,North,P001,Laptop Pro 15,Electronics,16203.05,8425.59,7777.46,76
2022,12,December,Q4,South,P001,Laptop Pro 15,Electronics,9549.96,4965.98,4583.98,233
2022,12,December,Q4,East,P001,Laptop Pro 15,Electronics,11405.24,5930.72,5474.52,109
2022,12,December,Q4,West,P001,Laptop Pro 15,Electronics,10724.11,5576.54,5147.57,171
2022,12,December,Q4,Central,P001,Laptop Pro 15,Electronics,34978.06,18188.59,16789.47,223
2022,12,December,Q4,North,P002,Wireless Mouse,Electronics,40849.55,16339.82,24509.73,126
2022,12,December,Q4,South,P002,Wireless Mouse,Electronics,29523.98,11809.59,17714.39,33
2022,12,December,Q4,East,P002,Wireless Mouse,Electronics,20530.85,8212.34,12318.51,213
2022,12,December,Q4,West,P002,Wireless Mouse,Electronics,42720.27,17088.11,25632.16,218
2022,12,December,Q4,Central,P002,Wireless Mouse,Electronics,39977.72,15991.09,23986.63,31
2022,12,December,Q4,North,P003,Office Chair,Furniture,17558.66,9657.26,7901.4,138
2022,12,December,Q4,South,P003,Office Chair,Furniture,4528.31,2490.57,2037.74,297
2022,12,December,Q4,East,P003,Office Chair,Furniture,18948.4,10421.62,8526.78,136
2022,12,December,Q4,West,P003,Office Chair,Furniture,31373.62,17255.49,14118.13,60
2022,12,December,Q4,Central,P003,Office Chair,Furniture,27413.93,15077.66,12336.27,112
2022,12,December,Q4,North,P004,Standing Desk,Furniture,14782.5,8573.85,6208.65,78
2022,12,December,Q4,South,P004,Standing Desk,Furniture,14947.66,8669.64,6278.02,49
2022,12,December,Q4,East,P004,Standing Desk,Furniture,28013.02,16247.55,11765.47,134
2022,12,December,Q4,West,P004,Standing Desk,Furniture,20083.42,11648.38,8435.04,155
2022,12,December,Q4,Central,P004,Standing Desk,Furniture,7803.39,4525.97,3277.42,94
2022,12,December,Q4,North,P005,Monitor 27inch,Electronics,10080.3,4838.54,5241.76,251
2022,12,December,Q4,South,P005,Monitor 27inch,Electronics,13884.85,6664.73,7220.12,100
2022,12,December,Q4,East,P005,Monitor 27inch,Electronics,21911.18,10517.37,11393.81,285
2022,12,December,Q4,West,P005,Monitor 27inch,Electronics,15369.44,7377.33,7992.11,294
2022,12,December,Q4,Central,P005,Monitor 27inch,Electronics,11871.24,5698.2,6173.04,225
2022,12,December,Q4,North,P006,Accounting Software,Software,8556.77,1711.35,6845.42,265
2022,12,December,Q4,South,P006,Accounting Software,Software,26921.15,5384.23,21536.92,289
2022,12,December,Q4,East,P006,Accounting Software,Software,39186.88,7837.38,31349.5,264
2022,12,December,Q4,West,P006,Accounting Software,Software,23375.52,4675.1,18700.42,249
2022,12,December,Q4,Central,P006,Accounting Software,Software,7705.16,1541.03,6164.13,89
2022,12,December,Q4,North,P007,ERP License,Software,10978.73,1976.17,9002.56,76
2022,12,December,Q4,South,P007,ERP License,Software,22203.66,3996.66,18207.0,229
2022,12,December,Q4,East,P007,ERP License,Software,28536.79,5136.62,23400.17,202
2022,12,December,Q4,West,P007,ERP License,Software,39807.05,7165.27,32641.78,293
2022,12,December,Q4,Central,P007,ERP License,Software,12088.78,2175.98,9912.8,24
2022,12,December,Q4,North,P008,Mechanical Keyboard,Electronics,29292.6,12302.89,16989.71,128
2022,12,December,Q4,South,P008,Mechanical Keyboard,Electronics,24531.91,10303.4,14228.51,144
2022,12,December,Q4,East,P008,Mechanical Keyboard,Electronics,12084.94,5075.67,7009.27,122
2022,12,December,Q4,West,P008,Mechanical Keyboard,Electronics,10269.96,4313.38,5956.58,256
2022,12,December,Q4,Central,P008,Mechanical Keyboard,Electronics,29863.7,12542.75,17320.95,249
2022,12,December,Q4,North,P009,Webcam HD,Electronics,16783.51,7384.74,9398.77,232
2022,12,December,Q4,South,P009,Webcam HD,Electronics,10820.82,4761.16,6059.66,176
2022,12,December,Q4,East,P009,Webcam HD,Electronics,29251.1,12870.48,16380.62,279
2022,12,December,Q4,West,P009,Webcam HD,Electronics,8259.62,3634.23,4625.39,128
2022,12,December,Q4,Central,P009,Webcam HD,Electronics,40682.39,17900.25,22782.14,47
2022,12,December,Q4,North,P010,Headset Pro,Electronics,30182.41,13883.91,16298.5,105
2022,12,December,Q4,South,P010,Headset Pro,Electronics,7382.13,3395.78,3986.35,126
2022,12,December,Q4,East,P010,Headset Pro,Electronics,4999.59,2299.81,2699.78,238
2022,12,December,Q4,West,P010,Headset Pro,Electronics,34906.02,16056.77,18849.25,107
2022,12,December,Q4,Central,P010,Headset Pro,Electronics,11733.64,5397.47,6336.17,119
2023,1,January,Q1,North,P001,Laptop Pro 15,Electronics,33609.72,17477.05,16132.67,143
2023,1,January,Q1,South,P001,Laptop Pro 15,Electronics,8946.37,4652.11,4294.26,289
2023,1,January,Q1,East,P001,Laptop Pro 15,Electronics,24792.36,12892.03,11900.33,38
2023,1,January,Q1,West,P001,Laptop Pro 15,Electronics,6734.66,3502.02,3232.64,48
2023,1,January,Q1,Central,P001,Laptop Pro 15,Electronics,19904.89,10350.54,9554.35,103
2023,1,January,Q1,North,P002,Wireless Mouse,Electronics,28348.57,11339.43,17009.14,210
2023,1,January,Q1,South,P002,Wireless Mouse,Electronics,40101.59,16040.64,24060.95,277
2023,1,January,Q1,East,P002,Wireless Mouse,Electronics,18398.64,7359.46,11039.18,235
